label,message,length,has_url,has_number,exclamation_count,caps_ratio
0,"['u', 'wake', 'already', '?', 'thanx', '4', 'e', 'tau', 'sar', 'piah', ""'s"", 'quite', 'nice', '.']",14,False,True,0,0.034482758620689655
0,"['do', 'still', 'grinder', '?']",4,False,False,0,0.03333333333333333
0,"['big', 'brother', '‘', 'really', 'scraped', 'barrel', 'shower', 'social', 'misfit']",9,False,False,0,0.013513513513513514
0,"['i', ""'m"", 'office', 'da', ':', ')', '?']",7,False,False,0,0.027777777777777776
0,"['mon', 'okie', 'lor', '...', 'haha', ',', 'best', 'cheap', 'n', 'gd', 'food', 'la', ',', 'ex', 'oso', 'okie', '...', 'depends', 'whether', 'wana', 'eat', 'western', 'chinese', 'food', '...', 'den', 'u', 'prefer', '...']",29,False,False,0,0.028169014084507043
1,"['babe', ':', 'u', 'want', 'dont', 'u', 'baby', '!', 'im', 'nasty', 'thing', '4', 'filthyguys', '.', 'fancy', 'rude', 'time', 'sexy', 'bitch', '.', 'how', 'go', 'slo', 'n', 'hard', '!', 'txt', 'xxx', 'slo', '(', '4msgs', ')']",32,False,True,2,0.07894736842105263
1,"['you', 'won', 'guaranteed', '£1000', 'cash', '£2000', 'prize.to', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative']",14,False,True,0,0.043478260869565216
0,"['on', 'road', 'cant', 'txt']",4,False,False,0,0.043478260869565216
0,"['i', 'feel', 'like', 'dick', 'i', 'keep', 'sleeping', 'text', 'facebook', 'message', '.', 'sup', ',', 'town', '?']",15,False,False,0,0.029411764705882353
0,"['mystery', 'solved', '!', 'just', 'opened', 'email', ""'s"", 'sent', 'another', 'batch', '!', 'is', ""n't"", 'sweetie']",14,False,False,2,0.034482758620689655
0,"['then', 'u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', '...', 'but', 'oso', 'sian', 'tmr', 'haf', '2', 'meet', 'lect', '...']",19,False,True,0,0.02702702702702703
0,"['princess', ',', 'like', 'make', 'love', '&', 'lt', ';', '#', '&', 'gt', ';', 'time', 'per', 'night', '.', 'hope', 'thats', 'problem', '!']",20,False,False,1,0.023809523809523808
0,"['enjoy', 'ur', 'life', '.', '.', 'good', 'night']",7,False,False,0,0.07407407407407407
0,"['ya', 'one', 'slow', 'poo']",4,False,False,0,0.038461538461538464
0,"['also', 'remember', 'get', 'dobby', ""'s"", 'bowl', 'car']",7,False,False,0,0.02127659574468085
0,"['ok', '...']",2,False,False,0,0.2
0,"['sorry', 'sent', 'blank', 'msg', '.', 'yup', 'trying', '2', 'serious', 'studying', '.']",11,False,True,0,0.02702702702702703
0,"['that', ""'s"", 'cool', ""'ll"", 'night', ',', 'lem', 'know', ""'re"", 'around']",10,False,False,0,0.015151515151515152
1,"['congratulations', 'you', ""'ve"", 'won', '.', 'you', ""'re"", 'winner', 'august', '£1000', 'prize', 'draw', '.', 'call', '09066660100', 'now', '.', 'prize', 'code', '2309', '.']",21,False,True,0,0.15789473684210525
0,"['cool', 'tyler', 'take', ""'re"", 'gon', 'na', 'buy', 'drop', 'place', 'later', 'tonight', '.', 'our', 'total', 'order', 'quarter', ',', 'got', 'enough', '?']",20,False,False,0,0.006622516556291391
0,"['i', 'wont', 'get', 'concentration', 'dear', 'know', 'mind', 'everything', ':', '-', ')']",11,False,False,0,0.0136986301369863
0,"['i', 'told', 'number', 'gautham', '..']",5,False,False,0,0.03225806451612903
1,"['england', 'v', 'macedonia', '-', 'dont', 'miss', 'goals/team', 'news', '.', 'txt', 'ur', 'national', 'team', '87077', 'eg', 'england', '87077', 'try', ':', 'wales', ',', 'scotland', '4txt/ú1.20', 'poboxox36504w45wq', '16+']",25,False,True,0,0.2064516129032258
0,"['do', ""n't"", 'necessarily', 'expect', 'done', 'get', 'back', 'though', 'i', ""'m"", 'headin']",11,False,False,0,0.020618556701030927
0,"['what', 'leave', '.']",3,False,False,0,0.043478260869565216
0,"['when', 'u', 'love', 'someone', 'dont', 'make', 'love', 'u', 'much', 'u', '.', 'but', 'love', 'much', 'dont', 'want', 'loved', 'anyone', 'except', '...', 'gud', 'nit', '.']",23,False,False,0,0.033783783783783786
0,"['great', '.', 'i', ""'m"", 'church', ',', 'holla', 'get']",8,False,False,0,0.0392156862745098
0,"['good', 'afternoon', ',', 'love', '!', 'how', 'go', 'day', '?', 'i', 'hope', 'maybe', 'got', 'lead', 'job', '.', 'i', 'think', ',', 'boytoy', 'send', 'passionate', 'kiss', 'across', 'sea']",25,False,False,1,0.025
0,"['ok.', ',', 'problem', 'u', 'frm', '?', 'wats', 'matter', '?']",9,False,False,0,0.043478260869565216
0,"['ryder', 'unsold.now', 'gibbs', '.']",4,False,False,0,0.043478260869565216
0,"['im', 'good', '!', 'i', 'thinking', '...']",6,False,False,1,0.047619047619047616
1,"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', '.', 'txt', 'pod', '80182', 'get', 'entry', '(', 'std', 'txt', 'rate', ')', 't', '&', 'c', ""'s"", 'apply', '08452810073', 'detail', '18+']",27,False,True,0,0.04895104895104895
0,"['pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'load', 'sugar', '.', 'you', 'take', 'hour', 'give', '.', 'and', 'water', '.', 'very', 'slowly', '.']",20,False,False,0,0.027210884353741496
0,"['wa', '...', 'u', 'efficient', '...', 'gee', '...', 'thanx', '...']",9,False,False,0,0.10256410256410256
0,"['ok', 'wont', 'call', 'disturb', 'one', '.', 'i', 'know', 'avoiding', '.', 'i', 'burden']",12,False,False,0,0.03571428571428571
0,"['how', 'much', 'r', 'ü', 'willing', 'pay', '?']",7,False,False,0,0.03571428571428571
0,"['can', 'talk', '..']",3,False,False,0,0.045454545454545456
1,"['u', 'secret', 'admirer', '.', 'reveal', 'think', 'u', 'r', 'so', 'special', '.', 'call', '09065174042', '.', 'to', 'opt', 'reply', 'reveal', 'stop', '.', '1.50', 'per', 'msg', 'recd', '.', 'cust', 'care', '07821230901']",28,False,True,0,0.16326530612244897
0,"['nothing', ',', 'got', 'msg', 'frm', 'tht', 'unknown', '..']",8,False,False,0,0.02564102564102564
0,"['sorry', ',', 'got', 'late', 'start', ',', ""'re"", 'way']",8,False,False,0,0.024390243902439025
0,"['auntie', 'huai', 'juan', 'never', 'pick', 'phone']",6,False,False,0,0.025
0,"['hi', 'hope', 'u', 'r', 'ok', ',', 'said', 'would', 'text', ""n't"", ',', 'u', 'seen', ',', 'let', 'gently', 'please']",17,False,False,0,0.009900990099009901
1,"['5', 'free', 'top', 'polyphonic', 'tones', 'call', '087018728737', ',', 'national', 'rate', '.', 'get', 'toppoly', 'tune', 'sent', 'every', 'week', ',', 'text', 'subpoly', '81618', ',', '£3', 'per', 'pole', '.', 'unsub', '08718727870', '.']",29,False,True,0,0.10191082802547771
0,"['my', 'friend', 'got', 'say', ""'s"", 'upping', 'order', 'gram', '(', ""'s"", 'got', '$', '&', 'lt', ';', '#', '&', 'gt', ';', ')', ',', 'get', '?']",23,False,False,0,0.008547008547008548
0,"['so', 'sun', 'anti', 'sleep', 'medicine', '.']",6,False,False,0,0.029411764705882353
0,"['lmao', 'fun', '...']",3,False,False,0,0.045454545454545456
0,"['oh', 'ho', '.', 'is', 'first', 'time', 'u', 'use', 'type', 'word']",10,False,False,0,0.03636363636363636
0,"['the', 'basket', ""'s"", 'gettin', 'full', 'i', 'might', 'tonight']",8,False,False,0,0.04081632653061224
0,"['aslamalaikkum', '....', 'insha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuz', '...', 'meaning', '....']",13,False,False,0,0.011363636363636364
0,"['are', 'norm', 'tomorrow', '?', 'i', 'finish', '4.15', 'co', 'st', 'test', '.', 'need', 'sort', 'library', 'stuff', 'point', 'tomo', '-', 'got', 'letter', 'today', '-', 'access', 'til', 'end', 'march', 'better', 'get', 'move', '!']",30,False,True,1,0.015706806282722512
0,"['at', 'what', 'time', 'come', 'tomorrow']",5,False,False,0,0.2571428571428571
0,"['okay', 'lor', '...', 'wah', '...', 'like', 'def', 'wont', 'let', 'u', 'go', '...', 'haha', '...', 'what', 'say', 'term', 'condition', '?']",19,False,False,0,0.03636363636363636
0,"['yes', 'chatting', '.']",3,False,False,0,0.041666666666666664
0,"['we', 'spend', 'day', 'waiting', 'ideal', 'path', 'appear', 'front', 'u', '..', 'but', 'forget', '..', '``', 'path', 'made', 'walking', '..', 'waiting', '..', ""''"", 'goodnight', '!']",23,False,False,1,0.0196078431372549
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'fast', 'approaching', '.', 'so', ',', 'wish', 'u', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentines', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fools', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', ',', 'happy', 'friendship', ',', 'mother', ',', 'father', ',', 'teachers', ',', 'childrens', 'day', ',', '&', 'amp', ';', 'happy', 'birthday', '4', 'u', '.', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', '&', 'lt', ';', '#', '&', 'gt', ';', 'good', 'mornings', 'afternoons', ',', 'evenings', 'nights', '.', 'rememberi', 'am', 'first', 'wishing', 'u', 'all', 'these', '...', ""'s"", 'raj']",92,False,True,0,0.16919739696312364
0,"['i', 'need', '8th', 'i', ""'m"", 'campus', 'atm', ',', 'could', 'i', 'pick', 'hour', 'two', '?']",14,False,True,0,0.041666666666666664
0,"['ok', '.', 'i', 'gentleman', 'treat', 'dignity', 'respect', '.']",8,False,False,0,0.015384615384615385
0,"['lara', 'said', 'loan', '&', 'lt', ';', '#', '&', 'gt', ';', '.']",11,False,False,0,0.02631578947368421
1,"['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'the', 'mob', '!', 'plus', 'load', 'goody', '!', 'for', 'info', 'text', 'mat', '87021', '.']",19,False,True,2,0.06611570247933884
0,"['convey', 'regard']",2,False,False,0,0.041666666666666664
0,"['hi', 'yijue', ',', 'meet', 'u', '11', 'tmr', '?']",8,False,True,0,0.024390243902439025
0,"['jesus', 'christ', 'bitch', 'i', ""'m"", 'trying', 'give', 'drug', 'answer', 'fucking', 'phone']",11,False,False,0,0.0273972602739726
0,"['hi', 'jon', ',', 'pete', ',', 'ive', 'bin', '2', 'spain', 'recently', '&', 'hav', 'sum', 'dinero', 'left', ',', 'bill', 'said', 'u', 'ur', '\x91rents', 'mayb', 'interested', ',', 'i', 'hav', '12,000pes', ',', 'around', '£48', ',', 'tb', ',', 'james', '.']",35,False,True,0,0.050955414012738856
0,"['go', 'chase', 'run', ""'s"", 'crossing', 'street']",6,False,False,0,0.014925373134328358
0,"['did', 'catch', 'bus', '?', 'are', 'frying', 'egg', '?', 'did', 'make', 'tea', '?', 'are', 'eating', 'mom', ""'s"", 'left', 'dinner', '?', 'do', 'feel', 'love', '?']",23,False,False,0,0.04477611940298507
0,"['life', 'strict', 'teacher', '...', 'bcoz', 'teacher', 'teach', 'lesson', '&', 'amp', ';', 'conduct', 'exam', ',', 'but', 'life', 'first', 'conduct', 'exam', '&', 'amp', ';', 'teach', 'lessons', '.', 'happy', 'morning', '.', '.', '.']",30,False,False,0,0.048484848484848485
0,"['you', 'right', '.', 'meanwhile', ""'s"", 'project', 'twin', 'comin']",8,False,False,0,0.03773584905660377
0,"['are', 'much', 'buzy']",3,False,False,0,0.045454545454545456
0,"['i', ""'m"", 'hungry', 'buy', 'smth', 'home', '...']",7,False,False,0,0.037037037037037035
0,"['hey', 'anyway', ':', '-', ')']",5,False,False,0,0.041666666666666664
0,"['k', '..', 'give', 'back', 'thanks', '.']",6,False,False,0,0.043478260869565216
0,"['honey', '?', 'sweetheart', '?', 'darling', '?', 'sexy', 'bun', '?', 'sugar', 'plum', '?', 'loverboy', '?', 'i', 'miss', ',', 'boytoy', '...', '*', 'smack', 'as', '*', 'did', 'go', 'gym', '?']",27,False,False,0,0.05925925925925926
0,"['wif', 'family', 'booking', 'tour', 'package', '.']",6,False,False,0,0.02857142857142857
0,"['gud', 'ni8', 'dear', '..', 'slp', 'well', '..', 'take', 'care', '..', 'swt', 'dream', '..', 'muah', '..']",15,False,True,0,0.03773584905660377
0,"['i', 'ca', ""n't"", 'speak', ',', 'bcaz', 'mobile', 'problem', '.', 'i', 'listen', ""n't"", 'listen', 'voice', '.', 'so', 'call', 'later', '.']",19,False,False,0,0.02702702702702703
0,"['lol', 'great', 'im', 'getting', 'hungry', '.']",6,False,False,0,0.03125
0,"['wot', 'wed', 'nite', 'i', '3', 'til', '9', '!']",8,False,True,1,0.04081632653061224
0,"['i', 'dont', 'know', 'come', 'ask', 'question', 'like', 'dont', 'mistake', '.']",10,False,False,0,0.010638297872340425
1,"['you', 'nokia', '7250i', '.', 'this', 'get', 'win', 'free', 'auction', '.', 'to', 'take', 'part', 'send', 'nokia', '86021', '.', 'hg/suite342/2lands', 'row/w1jhl', '16+']",20,False,True,0,0.12
0,"['is', 'training', 'tomorrow', '?']",4,False,False,0,0.03225806451612903
0,"['we', 'go', '4', 'e', 'normal', 'pilate', 'intro', '...']",8,False,True,0,0.02040816326530612
0,"['what', 'r', 'u', 'cooking', 'dinner', '?']",6,False,False,0,0.03225806451612903
0,"['just', 'checking', '.', 'really', 'miss', 'seeing', 'jeremiah', '.', 'do', 'great', 'month']",11,False,False,0,0.05128205128205128
0,"['no', ':', ')', 'kallis', 'home', 'ground.amla', 'home', 'town', 'durban', ':', ')']",11,False,False,0,0.016666666666666666
0,"['what', 'mean', 'come', 'chase', 'stated', 'watch', 'many', 'movie', 'want', '.']",10,False,False,0,0.008849557522123894
0,"['and', ""'re"", 'done', 'i', 'mean']",5,False,False,0,0.058823529411764705
0,"['im', 'wondering', 'right', '?']",4,False,False,0,0.022727272727272728
1,"['you', 'important', 'customer', 'service', 'announcement', 'premier', '.']",7,False,False,0,0.12307692307692308
0,"['hello-', 'thanx', 'taking', 'call', '.', 'i', 'got', 'job', '!', 'starts', 'monday', '!']",12,False,False,2,0.046153846153846156
0,"['small', 'problem', 'auction', ':', ')', 'punj', 'asking', 'tiwary']",8,False,False,0,0.020833333333333332
0,"['your', 'gon', 'na', 'pick', '$', '1', 'burger', 'way', 'home', '.', 'i', 'ca', ""n't"", 'even', 'move', '.', 'pain', 'killing', '.']",19,False,True,0,0.027777777777777776
0,"['i', 'call', 'later', '.', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', '.', 'i', 'hear', ""n't"", 'listen', '.']",18,False,False,0,0.025210084033613446
0,"['i', ""'m"", 'still', 'looking', 'car', 'buy', '.', 'and', 'gone', '4the', 'driving', 'test', 'yet', '.']",14,False,True,0,0.02631578947368421
0,"['awesome', ',', 'gon', 'na', 'soon', 'later', 'tonight', '?']",8,False,False,0,0.022222222222222223
0,"['imagine', 'finally', 'get', 'sink', 'bath', 'i', 'put', 'pace', ',', 'maybe', 'even', 'eat', 'i', 'left', '...', 'but', 'also', 'imagine', 'feel', 'cage', 'cock', 'surrounded', 'bath', 'water', ',', 'reminding', 'always', 'owns', '...', 'enjoy', ',', 'cuck']",32,False,False,0,0.017793594306049824
0,"['then', 'responding']",2,False,False,0,0.037037037037037035
0,"['ok', 'lor', '...']",3,False,False,0,0.1111111111111111
0,"['lmao', 'ok', 'i', 'wont', 'needing', 'u', 'hair', 'anymore', '.']",9,False,False,0,0.04
0,"['exactly', '.', 'anyways', 'far', '.', 'is', 'jide', 'study', 'visiting']",9,False,False,0,0.047619047619047616
0,"['happy', 'birthday', '....', 'dear.with', 'lot', 'love.rakhesh', 'nri']",7,False,False,0,0.06779661016949153
0,"['nope', ""'ll"", 'b', 'going', '2', 'sch', 'fri', 'quite', 'early', 'lor', 'co', 'mys', 'si', 'got', 'paper', 'da', 'morn', ':', '-', ')']",20,False,True,0,0.011494252873563218
0,"['i', 'love', 'cuddle', '!', 'i', 'want', 'hold', 'strong', 'arm', 'right', '...']",11,False,False,1,0.029850746268656716
0,"['we', ""'ll"", 'join', '&', 'lt', ';', '#', '&', 'gt', ';', 'bus']",11,False,False,0,0.03333333333333333
0,"['good', 'afternoon', ',', 'love', '...', 'how', 'go', 'day', '?', 'how', 'sleep', '?', 'i', 'hope', 'well', ',', 'boytoy', '...', 'i', 'think', '...']",21,False,False,0,0.0423728813559322
0,"['was', 'gr8', 'see', 'message', '.', 'so', 'r', 'u', 'leaving', '?', 'congrats', 'dear', '.', 'what', 'school', 'wat', 'r', 'ur', 'plan', '.']",20,False,True,0,0.041666666666666664
0,"['just', 'trying', 'figure', 'i', ""'m"", 'suppose', 'see', 'couple', 'different', 'people', 'week', '.', 'we', 'said', ""'d"", 'get', 'together', 'i', ""n't"", 'set', 'date']",21,False,False,0,0.02962962962962963
0,"['honey', 'boo', 'i', ""'m"", 'missing', 'u', '.']",7,False,False,0,0.08333333333333333
1,"['urgent', ',', 'important', 'information', 'for', 'o2', 'user', '.', 'today', 'is', 'your', 'lucky', 'day', '!', '2', 'find', 'out', 'why', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'there', 'is', 'a', 'fantastic', 'surprise', 'awaiting', 'for', 'you']",31,False,True,1,0.7852760736196319
0,"['still', 'checked', 'da', '.', '.', '.']",6,False,False,0,0.02857142857142857
0,"['we', 'grandma', '.', 'oh', 'dear', ',', 'u', 'still', 'ill', '?', 'i', 'felt', 'shit', 'morning', 'think', 'hungover', '!', 'another', 'night', '.', 'we', 'leave', 'sat', '.']",24,False,False,1,0.044444444444444446
0,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', '?', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']",21,False,True,0,0.0
0,"['the', '2', 'oz', 'guy', 'kinda', 'flaky', 'one', 'friend', 'interested', 'picking', '$', '&', 'lt', ';', '#', '&', 'gt', ';', 'worth', 'tonight', 'possible']",21,False,True,0,0.008695652173913044
0,"['all', 'nice', 'new', 'shirt', 'thing', 'i', 'wear', 'nudist', 'themed', ';', '_', ';', 'mu', '?']",14,False,False,0,0.021052631578947368
0,"['k', ',', 'make', 'sense', ',', 'btw', 'carlos', 'difficult', 'guy', 'gon', 'na', 'smoke', 'i', 'go', 'pick', 'second', 'batch', 'get', 'gas']",19,False,False,0,0.01652892561983471
0,"['wow', ""n't"", 'think', 'common', '.', 'i', 'take', 'back', 'ur', 'freak', '!', 'unless', 'u', 'chop', ':', '-', ')']",17,False,False,1,0.031578947368421054
0,"['s', '...', 'training', 'manual', 'show', 'tech', 'process', ':', ')', 'password', 'reset', 'troubleshooting', ':', ')']",14,False,False,0,0.008849557522123894
1,"['*', 'free', '*', 'polyphonic', 'ringtone', 'text', 'super', '87131', 'get', 'free', 'poly', 'tone', 'week', '!', '16', 'sn', 'pobox202', 'nr31', '7zs', 'subscription', '450pw']",21,False,True,1,0.3582089552238806
0,"['i', 'waiting', 'call', 'sir', '.']",5,False,False,0,0.03225806451612903
1,"['wan', 'na', 'laugh', '?', 'try', 'chit-chat', 'mobile', '!', 'logon', 'txting', 'word', ':', 'chat', 'send', 'no', ':', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16+', '118p/msg', 'rcvd']",27,False,True,1,0.16666666666666666
0,"['what', 'need', '.', 'you', 'person', 'give', 'na', '.']",8,False,False,0,0.045454545454545456
0,"['pls', 'help', 'tell', 'sura', ""'m"", 'expecting', 'battery', 'hont', '.', 'and', 'pls', 'send', 'message', 'download', 'movie', '.', 'thanks']",17,False,False,0,0.02158273381294964
0,"['hi', 'wo', ""n't"", 'b', 'ard', '4', 'christmas', '.', 'but', 'enjoy', 'n', 'merry', ""x'mas"", '.']",14,False,True,0,0.03508771929824561
0,"['life', 'spend', 'someone', 'lifetime', 'may', 'meaningless', 'moment', 'spent', 'someone', 'really', 'love', 'mean', 'life', '..']",14,False,False,0,0.006944444444444444
0,"['its', 'hard', 'believe', 'thing', 'like', '.', 'all', 'say', 'lie', 'think', 'twice', 'saying', 'anything', '.']",14,False,False,0,0.020202020202020204
0,"['dear', ',', 'me', 'cherthala.in', 'case', 'u', 'r', 'coming', 'cochin', 'pls', 'call', 'bfore', 'u', 'start.i', 'shall', 'also', 'reach', 'accordingly.or', 'tell', 'day', 'u', 'r', 'coming.tmorow', 'engaged', 'an', 'holiday', '.']",27,False,False,0,0.011834319526627219
0,"['dear', 'friend', ',', 'sorry', 'late', 'information', '.', 'today', 'birthday', 'loving', 'ar.praveesh', '.', 'detail', 'log', 'face', 'book', 'see', '.', 'its', 'number', '+', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'dont', 'miss', 'delicious', 'treat', '.']",34,False,False,0,0.030303030303030304
1,"['u', 'r', 'subscribed', '2', 'textcomp', '250', 'wkly', 'comp', '.', '1st', 'wk', '?', 'free', 'question', 'follows', ',', 'subsequent', 'wks', 'charged', '@', '150p/msg.2', 'unsubscribe', 'txt', 'stop', '2', '84128', ',', 'custcare', '08712405020']",29,False,True,0,0.07692307692307693
1,"['filthy', 'story', 'girls', 'waiting']",4,False,False,0,0.14634146341463414
0,"['either', 'way', 'work', '.', 'i', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'old', '.', 'hope', 'doesnt', 'bother', '.']",19,False,False,0,0.024691358024691357
0,"['i', 'want', 'kfc', 'tuesday', '.', 'only', 'buy', '2', 'meal', 'only', '2', '.', 'no', 'gravy', '.', 'only', '2', 'mark', '.', '2', '!']",21,False,True,1,0.13513513513513514
0,"['rofl', '.', 'its', 'true', 'name']",5,False,False,0,0.07692307692307693
0,"['whatever', ',', 'im', 'pretty', 'pissed', '.']",6,False,False,0,0.0
0,"['wot', 'u', '2', 'bitch', '?']",5,False,True,0,0.04
0,"['probably', 'money', 'worry', '.', 'things', 'coming', 'due', 'several', 'outstanding', 'invoice', 'work', 'two', 'three', 'month', 'ago', '.']",16,False,False,0,0.015873015873015872
1,"['well', 'done', '!', 'your', '4', '*', 'costa', 'del', 'sol', 'holiday', '£5000', 'await', 'collection', '.', 'call', '09050090044', 'now', 'toclaim', '.', 'sae', ',', 'tcs', ',', 'pobox334', ',', 'stockport', ',', 'sk38xh', ',', 'cost£1.50/pm', ',', 'max10mins']",32,False,True,1,0.18125
0,"['ok', '...']",2,False,False,0,0.2
0,"['ca', ""n't"", 'take', 'major', 'role', 'community', 'outreach', '.', 'you', 'rock', 'mel']",11,False,False,0,0.03225806451612903
0,"['i', 'busy', 'juz', 'dun', 'wan', '2', 'go', 'early', '..', 'hee', '..']",11,False,True,0,0.044444444444444446
0,"['``', 'hey', 'j', '!', 'r', 'u', 'feeling', 'better', ',', 'hopeso', 'hunny', '.', 'amnow', 'feelin', 'ill', '&', 'ithink', 'may', 'tonsolitusaswell', '!', 'damn', 'iam', 'layin', 'bedreal', 'bored', '.', 'lotsof', 'luv', 'xxxx', ""''""]",30,False,False,2,0.012903225806451613
0,"['finish', 'already', '...', 'yar', 'keep', 'saying', 'mushy', '...', 'i', 'embarrassed', 'ok', '...']",12,False,False,0,0.041666666666666664
1,"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am-11pm', 'won', 'guaranteed', '£1000', 'cash', '£5000', 'prize', '!']",17,False,True,1,0.08843537414965986
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'ish', 'minutes', 'was', '5', 'minutes', 'ago', '.', 'wtf', '.']",16,False,True,0,0.5777777777777777
0,"['sad', 'story', 'man', '-', 'last', 'week', ""b'day"", '.', 'my', 'wife', ""did'nt"", 'wish', '.', 'my', 'parents', 'forgot', 'n', 'kids', '.', 'i', 'went', 'work', '.', 'even', 'colleagues', 'wish', '.']",27,False,False,0,0.07142857142857142
0,"['not', 'possession', ',', 'especially', 'first', 'offense']",6,False,False,0,0.020833333333333332
0,"['jason', 'say', ""'s"", 'cool', 'pick', 'place', 'like', 'hour']",8,False,False,0,0.014285714285714285
0,"['as', 'missionary', 'hook', ',', 'doggy', 'hook', ',', 'standing', '...', '|']",10,False,False,0,0.018867924528301886
0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', ',', 'dnt', 'take', 'seriously', '..', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', ',', 'care', 'n', 'luv', '!', '..', 'kettoda', 'manda', '...', 'have', 'nice', 'day', 'da', '.']",35,False,False,1,0.01675977653631285
0,"['am', 'okay', '.', 'will', 'soon', '.', 'all', 'best']",8,False,False,0,0.075
0,"['yar', 'say', 'got', 'error', '.']",5,False,False,0,0.03125
0,"['so', 'really', '.', 'what', '.', 'how', ""'s"", 'master', '.', 'and', '.']",11,False,False,0,0.05555555555555555
0,"['said', 'kiss', ',', 'kiss', ',', 'ca', ""n't"", 'sound', 'effect', '!', 'he', 'gorgeous', 'man', ""n't"", '!', 'kind', 'person', 'need', 'smile', 'brighten', 'day', '!']",22,False,False,3,0.015037593984962405
